Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Date,Country
6.12,81.12,83.67,95,48,9.19,1517217225,LK
37.73,-25.67,57.2,76,75,8.05,1517216400,PT
-27.18,151.26,78.8,57,75,18.34,1517212800,AU
-22.27,28.75,77.19,68,80,15.57,1517217230,BW
8.58,81.23,78.04,93,92,9.64,1517217232,LK
36.51,-121.44,51.49,87,20,2.37,1517214900,US
39.89,-5.54,44.61,80,0,8.63,1517217234,ES
8.46,-0.01,81.82,60,0,4.61,1517217235,GH
60.47,166.1,32.46,86,48,16.69,1517217236,RU
22.03,96.47,82.4,39,0,2.24,1517214600,MM
26.33,43.97,53.6,54,0,2.24,1517212800,SA
70,135.55,-36.22,0,68,4.05,1517217240,RU
21.96,108.62,44.34,82,92,14.45,1517217241,CN
-7.38,108.21,73.23,86,68,1.92,1517217243,ID
15.8,-84.28,76.83,96,64,9.86,1517216994,HN
-2.67,141.3,84.57,100,92,24.4,1517217245,PG
32.69,47.27,58.42,62,0,4.5,1517217246,IR
57.91,26.05,32,100,90,4.7,1517215800,EE
-12.02,17.48,67.29,100,92,2.93,1517217249,AO
66.32,-179.17,4.92,58,0,3.15,1517217250,RU
-6.22,-57.76,74.31,96,88,2.59,1517217251,BR
-0.39,-78.55,50,100,75,2.24,1517212800,EC
63.73,8.83,35.6,93,75,8.05,1517215800,NO
21.8,87.22,81.69,48,0,0.13,1517217255,IN
24.41,109.6,41.05,81,44,11.1,1517217257,CN
42.87,1.37,19,65,0,1.7,1517217259,FR
71,24.66,19.4,73,20,19.46,1517215800,NO
-1.2,-46.02,77.82,94,100,6.06,1517217262,BR
38.8,-9.45,50.45,71,0,16.11,1517216400,PT
38.64,-122.87,44.6,100,90,2.48,1517216100,US
68.75,161.3,32.32,85,92,9.19,1517217267,RU
60.42,134.54,-33.25,0,80,3.6,1517217268,RU
-19.06,-169.92,77,94,80,3.36,1517212800,NU
-17.17,-70.89,55.05,75,68,0.58,1517217270,PE
51.55,-9.27,48.2,93,75,12.75,1517214600,IE
-34.68,-56.22,57.2,82,0,4.7,1517212800,UY
-0.28,20.88,87.81,43,8,3.04,1517217274,CD
-0.13,-67.09,73.05,96,0,2.15,1517217275,BR
57.44,41.16,17.88,86,88,16.35,1517217277,RU
33.62,-117.93,69.21,13,1,18.34,1517212680,US
48.64,13.53,46.4,75,75,13.87,1517215800,AT
61.68,96.39,2.58,82,68,5.39,1517217280,RU
-13.87,-171.6,82.4,83,75,8.05,1517212800,WS
-36.9,-62.36,55.41,69,0,4.16,1517217283,AR
32.63,-16.85,59,58,40,18.34,1517216400,PT
-19,-57.72,74.85,97,64,2.48,1517217285,BO
-34.83,138.5,66.2,82,75,12.75,1517216400,AU
-5.67,132.75,85.92,95,88,21.05,1517217288,ID
-8.26,-49.26,71.02,96,12,2.93,1517217289,BR
14.4,46.47,68.82,27,8,3.71,1517217290,YE
63.83,10.7,35.6,74,75,6.93,1517215800,NO
37.8,-25.58,57.2,76,75,8.05,1517216400,PT
55.93,158.7,26.43,94,88,8.86,1517217296,RU
13.64,-88.78,73.4,94,0,5.82,1517215800,SV
-34.58,-70.99,60.8,63,0,9.17,1517212800,CL
18.43,-65.83,73.4,94,75,13.87,1517212560,PR
25.63,74.93,76.02,69,0,4.61,1517217306,IN
-11.38,43.28,86,70,20,4.7,1517212800,KM
3.01,34.12,88.17,28,0,11.21,1517217308,UG
-34.05,23.37,71.74,84,0,11.77,1517217309,ZA
39.7,122.97,19.86,100,0,15.9,1517217312,CN
53.94,139.92,-3.82,63,44,3.27,1517217313,RU
26.19,-97.7,55.74,100,75,5.82,1517216220,US
56.49,103.96,3.93,60,68,5.61,1517217316,RU
62.65,135.58,-42.16,0,36,2.71,1517217317,RU
-19.55,169.27,80.02,100,92,24.4,1517217318,VU
-4.58,-81.27,71.74,76,56,3.27,1517217319,PE
51.15,-100.04,-5.81,83,90,3.36,1517216400,CA
-26.65,15.16,66.2,82,12,1.12,1517212800,NA
22.89,-109.91,71.25,100,0,4.16,1517217233,MX
59.79,5.78,39.34,100,75,3.36,1517215800,NO
45.63,-122.67,47.52,93,20,8.05,1517216160,US
-18.06,13.84,81.19,50,12,4.38,1517217329,NA
-35.36,150.48,78.8,57,20,19.46,1517212800,AU
-20.02,-45.54,69.49,89,92,4.27,1517217332,BR
-6.44,-36.64,69.36,95,48,8.75,1517217333,BR
-4.35,14.75,77,78,75,4.7,1517212800,CG
48.43,-4.4,50,93,90,9.17,1517216400,FR
49.76,45.39,15.4,87,88,18.48,1517217337,RU
-0.41,-65.02,74.44,94,0,1.92,1517217338,BR
13.34,7.75,72.15,23,0,17.25,1517217339,NE
-22.46,-68.93,60.8,25,0,14.99,1517212800,CL
-2.92,-39.92,76.83,94,100,4.94,1517217342,BR
36.22,65.93,13.2,85,92,1.7,1517217343,AF
40.77,-72.85,38.7,69,90,8.05,1517216160,US
-1.82,-44.87,75.39,94,92,3.71,1517217345,BR
4.14,96.13,81.1,100,8,4.16,1517217347,ID
-6.48,16.82,79.17,79,20,3.15,1517217348,CD
44.36,135.82,-1.84,45,0,8.75,1517217349,RU
49.78,-74.86,-5.81,83,90,6.93,1517216580,CA
7.38,8.57,84.93,23,0,14.79,1517217352,NG
-17.23,-67.92,40.47,98,64,4.94,1517217353,BO
-7.37,108.54,73.45,98,88,1.14,1517217294,ID
68.06,166.44,28.68,86,56,5.84,1517217357,RU
-8.85,31.37,76.65,86,20,4.16,1517217358,ZM
-43.3,-65.11,57.93,53,0,7.18,1517217359,AR
2.04,45.34,82.4,74,40,16.11,1517212800,SO
25.33,76.51,82,38,0,4.38,1517217362,IN
-31.43,152.91,75.2,69,92,8.05,1517216400,AU
35.01,25.74,57.2,76,40,13.87,1517215800,GR
43.28,-8.21,42.1,93,0,5.82,1517216400,ES
41.17,75.81,14.77,70,0,2.59,1517217367,KG
36.99,-86.44,35.11,64,1,3.36,1517216100,US
57.81,27.61,33.8,100,90,4.47,1517214600,EE
5.95,116.67,71.88,90,92,1.92,1517217371,MY
67.55,63.78,17.16,79,92,8.75,1517217372,RU
32.54,75.98,50.55,58,0,1.7,1517217376,IN
33.48,48.35,39.2,48,0,4.7,1517212200,IR
43.44,-3.46,41.07,100,20,4.5,1517216400,ES
69.01,23.04,6.04,77,80,5.61,1517217380,NO
31.31,-92.44,43.38,93,1,7.85,1517214900,US
-34.04,23.05,78.8,61,0,3.36,1517212800,ZA
41.53,-8.62,49.82,58,0,5.82,1517216400,PT
-4.97,39.83,80.02,100,0,6.06,1517217387,TZ
11.67,92.75,82.05,100,0,11.88,1517217388,IN
-3.31,129,87.9,91,92,18.7,1517217389,ID
15.74,-96.47,80.07,100,64,3.71,1517217391,MX
51.04,-4.21,50.9,76,75,14.99,1517215800,GB
-20.37,14.96,80.74,46,24,4.27,1517217393,NA
-0.46,39.64,92.17,47,0,4.72,1517217394,KE
-0.8,-80.23,77,83,75,5.82,1517212800,EC
28.54,-80.67,69.55,100,75,11.41,1517217060,US
20.52,-13.05,51.8,34,0,8.05,1517216400,MR
4.94,-1.71,80.07,98,48,3.94,1517217400,GH
35.07,115.56,34.71,42,0,4.38,1517217401,CN
45.2,27.57,32.64,98,8,8.19,1517217402,RO
-45.58,-72.07,51.8,87,75,3.36,1517212800,CL
50.34,4.87,48.58,87,75,19.46,1517215800,BE
60.5,43.58,16.89,85,92,11.77,1517217408,RU
17.49,104.1,79.61,51,0,11.41,1517212800,TH
27.1,-82.45,69.28,100,68,12.75,1517216760,US
49.14,-102.99,-3.75,76,20,4.7,1517216400,CA
-23.13,150.74,82.4,61,32,11.41,1517216400,AU
29.28,82.18,39.93,51,0,2.04,1517217417,NP
-2.17,16.23,82.77,82,12,4.16,1517217418,CD
-20.3,44.28,88.26,81,0,5.28,1517217420,MG
37,35.33,54.5,35,0,6.93,1517215800,TR
-21.48,-56.15,72.19,98,76,4.27,1517217165,BR
55.34,-123.09,6.8,84,90,2.24,1517216400,CA
28.9,64.41,65.4,52,76,10.98,1517217426,PK
40.15,26.41,44.6,70,0,4.7,1517215800,TR
49.99,88.66,1.23,39,24,3.83,1517217429,RU
-5.81,-61.3,74.31,96,36,2.26,1517217430,BR
-30.33,149.78,82.95,46,76,6.29,1517217431,AU
42.27,118.96,15.27,35,0,12.44,1517217141,CN
32.77,-108.28,24.8,38,1,3.36,1517216100,US
16.48,81.84,78.9,96,0,11.1,1517217435,IN
10.98,-4.92,78.8,24,80,11.41,1517216400,BF
47.55,-2.56,50,100,90,3.36,1517216400,FR
53.24,20.17,39.52,95,92,11.21,1517217442,PL
13.32,122.68,81.87,97,32,8.75,1517217443,PH
7.98,49.82,78.99,78,0,18.37,1517217445,SO
65.73,150.89,-14.44,66,36,2.59,1517217446,RU
39.21,-92.14,28.98,74,90,10.29,1517215020,US
65.42,-52.9,3.48,100,24,6.85,1517217194,GL
-5.81,-35.21,78.8,83,40,8.05,1517212800,BR
-17.34,-39.22,80.79,93,88,16.02,1517217451,BR
49.96,82.61,6.8,55,40,2.24,1517214600,KZ
-3.77,-49.67,72.51,100,92,2.48,1517217455,BR
17.54,44.22,59,33,40,6.93,1517212800,SA
-2.54,115.51,93.25,39,64,7.74,1517217459,ID
5.66,-67.63,74.31,84,48,1.92,1517217460,CO
19.85,74,86.95,28,0,3.83,1517217461,IN
-11.73,24.43,77.82,74,36,3.38,1517217462,ZM
24.8,85.01,75.2,31,0,14.99,1517214600,IN
36.95,36.2,51.82,66,0,3.36,1517215800,TR
-7.47,-34.81,77,88,40,11.65,1517212800,BR
-6.97,-34.84,77,88,40,11.65,1517212800,BR
35.01,37.05,48.52,87,24,6.51,1517217471,SY
52.04,76.93,10.4,55,0,13.42,1517214600,KZ
-15.19,12.15,76.47,100,0,2.59,1517217474,AO
26.95,81.58,67.42,78,0,8.86,1517217477,IN
61.92,159.24,34.75,86,88,19.82,1517217478,RU
39.28,141.86,24.8,58,40,3.36,1517212800,JP
54.58,16.86,43.08,91,92,30.67,1517217480,PL
32.84,110.81,33.45,56,8,2.71,1517217482,CN
-38.95,-68.06,62.6,59,0,1.12,1517212800,AR
33.39,-104.52,35.42,29,1,9.17,1517216100,US
-18.9,-66.78,36.96,93,56,2.93,1517217486,BO
65.99,60.32,18.82,74,68,8.63,1517217487,RU
-21.97,-46.8,69.8,100,0,1.12,1517212800,BR
60.4,-1.35,42.03,95,20,23.04,1517215800,GB
3.78,72.97,81.1,100,20,6.17,1517217491,MV
12.18,125.51,79.84,94,12,9.75,1517217492,PH
42.44,22.31,38.35,68,12,0.92,1517217493,RS
27.34,103.71,30.52,64,32,3.15,1517217494,CN
29.06,-13.56,55.4,87,75,11.43,1517216400,ES
-6.32,155.48,75.48,94,92,9.64,1517217497,PG
-0.42,102.29,89.47,50,92,2.93,1517217498,ID
25.86,114.93,36.15,82,76,8.08,1517217500,CN
-22.66,-50.42,70.71,93,92,5.17,1517217501,BR
53.65,-115.58,1.4,91,90,5.82,1517216400,CA
47.65,53.35,2.17,71,0,10.2,1517217503,KZ
40.97,-117.74,26.6,79,1,4.7,1517216160,US
52.56,5.9,50,76,90,18.34,1517216100,NL
42.73,133.08,11.49,100,8,18.81,1517217507,RU
51.49,31.29,38.58,97,88,16.8,1517217508,UA
10.31,119.01,76.15,100,76,4.16,1517217510,PH
-14.66,49.65,80.52,75,32,3.15,1517217511,MG
